author,url,text,section,title,sub_title,date,_id
Da Rede Brasil Atual,https://www.brasil247.com/pt/247/cultura/388635/Manifesto-de-intelectuais-repudia-tentativa-de-celebrar-golpe.htm,"Da  Rede Brasil Atual  –  Mais de 100 personalidades, entre jornalistas, advogados, psicanalistas, professores e profissionais do mundo das artes, assinaram uma nota de repúdio à ordem do presidente Jair Bolsonaro (PSL) para que as unidades militares no país comemorem o golpe de 1964, no próximo domingo, 31 de março. “Sob nenhuma legislação nacional ou internacional é lícito ou aceitável que se festeje o marco inicial de um regime caracterizado pela repressão e eliminação de opositores políticos, pela tortura, pelos desaparecimentos forçados e pela morte perpetrada por agentes do Estado”, afirma a nota. A lista de assinaturas é encabeçada pelo detentor do prêmio Nobel da Paz em 1980, o argentino Adolfo Pérez Esquivel, que indicou o ex-presidente Luiz Inácio Lula da Silva para concorrer ao mesmo prêmio neste ano. A lista também traz os nomes do músico e compositor Chico Buarque e do dramaturgo José Celso Martinez Corrêa, o Zé Celso. “O ato de festejar a ruptura democrática e a política de Estado que mobilizou agentes públicos para a prática sistemática de crimes contra a humanidade, tais como a utilização sistemática de tortura, é inaceitável, repugnante e flagrantemente ilegal”, diz ainda a nota, que representa a voz também de vários professores estrangeiros, de países como Alemanha, Chile, Espanha, Inglaterra, Argentina, França, Estados Unidos e Holanda. Confira a íntegra da nota.",cultura,"
        Manifesto de intelectuais repudia tentativa de celebrar golpe
          ","“Sob nenhuma legislação nacional ou internacional é lícito ou aceitável que se festeje o marco inicial de um regime caracterizado pela repressão e eliminação de opositores políticos, pela tortura, pelos desaparecimentos forçados e pela morte perpetrada por agentes do Estado”, afirma a nota. A lista de assinaturas é encabeçada pelo detentor do prêmio Nobel da Paz em 1980, o argentino Adolfo Pérez Esquivel, que indicou o ex-presidente Luiz Inácio Lula da Silva para concorrer ao mesmo prêmio neste ano. A lista também traz os nomes do músico e compositor Chico Buarque e do dramaturgo José Celso Martinez Corrêa",30/03/2019 06:44:00,
247,https://www.brasil247.com/pt/247/cultura/388627/Paulo-Coelho-relembra-tortura-que-sofreu-%C3%A9-isso-que-Bolsonaro-quer-comemorar.htm,"247 -  Em artigo publicado pelo jornal norte-americano Washington Post, o escrito Paulo Coelho criticou a decisão do presidente Jair Bolsonaro (PSL) em incentivar comemorações relacionadas ao Golpe de 64, que instaurou uma ditadura militar que durou 21 anos. Para isso, ele lembrou da perseguição e tortura que sofreu neste período. O escritor relata que foi preso e teve o apartamento vasculhado. No DOPS, foi ouvido por um tenente e depois liberado, mas em seguida foi sequestrado e levado para um espaço onde foi torturado. ""Sou levado para a sala de torturas, com uma soleira. Tropeço na soleira porque não consigo ver nada: peço que não me empurrem, mas recebo um soco pelas costas e caio. Mandam que tire a roupa. Começa o interrogatório com perguntas que não sei responder. Pedem para que delate gente de quem nunca ouvi falar. Dizem que não quero cooperar, jogam água no chão e colocam algo no meus pés, e posso ver por debaixo do capuz que é uma máquina com eletrodos que são fixados nos meus genitais"", conta Paulo no artigo. Ele conta que passou por outras sessões de tortura e que foi colocado em uma solitária, até ser finalmente solto. No período seguinte, as pessoas o evitaram por conta da prisão. ""Decadas depois, os arquivos da ditadura são abertos e meu biógrafo consegue todo o material. Pergunto por que fui preso: uma denúncia, ele diz. Quer saber quem o denunciou? Não quero. Não vai mudar o passado. E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março"", finaliza o escritor. Leia o artigo completo  aqui .",cultura,"
        Paulo Coelho relembra tortura que sofreu: é isso que Bolsonaro quer comemorar?
          ","""Decadas depois, os arquivos da ditadura são abertos e meu biógrafo consegue todo o material. Pergunto por que fui preso: uma denúncia, ele diz. Quer saber quem o denunciou? Não quero. Não vai mudar o passado. E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março"", relatou o escritor Paulo Coelho em artigo ao jornal Washington Post",29/03/2019 21:04:00,
247,https://www.brasil247.com/pt/247/cultura/389008/Boaventura-Sousa-Santos-convoca-atos-Lula-Livre-pelo-mundo.htm,"247 -  O cientista social português Boaventura de Sousa Santos, colunista do 247, gravou um vídeo chamando para participação de atos Lula Livre pelo mundo.  Assista:   Boaventura de Souza Santos, Cientista Social e diretor do Centro de Estudos Sociais (CES) de Coimbra, convoca o ato por  #JornadaLulaLivre  pelo mundo.  pic.twitter.com/15UetKbHy5
 
   O Comitê Lula Livre divulgou nesta segunda-feira (1º) um vídeo de convocação para as mobilizações populares pela libertação do ex-presidente Luiz Inácio Lula da Silva, organizadas pelo coletivo entre os dias 7 e 10, em cidades de todo o Brasil e também no exterior. No próximo domingo (7), completa-se um ano da prisão política do ex-presidente, depois de ter sua condenação confirmada em segunda instância, no caso que ficou conhecido como o “triplex do Guarujá”, em processo cercado de irregularidades. As manifestações iniciam-se, na prática, já na sexta-feira (5), quando o ex-prefeito de São Paulo Fernando Haddad inicia a caravana Lula Livre a partir de Porto Alegre, seguindo para Florianópolis no sábado, e chegando domingo a Curitiba, onde Lula está preso. Neste dia, movimentos populares e organizações políticas de 16 países, incluindo o Brasil, irão realizar ações articuladas na Jornada Internacional Lula Livre. Na capital do Paraná, a caravana junta-se aos milhares de apoiadores do ex-presidente esperados e realizam um dos dois grandes atos nacionais organizados pelo Comitê em defesa da democracia e pela liberdade de Lula. O outro ato será em São Paulo.",cultura,"
        Boaventura Sousa Santos convoca atos Lula Livre pelo mundo
          ","O cientista social português Boaventura de Sousa Santos, colunista do 247, gravou um vídeo chamando para participação de atos Lula Livre pelo mundo; ""Depois que o seu acusador se transformou no ministro de Bolsonaro, ficou clara a estratégia da prisão do ex-presidente Lula"", diz Boaventura",02/04/2019 20:25:00,
247,https://www.brasil247.com/pt/247/cultura/388643/Regina-Duarte-%C3%A9-processada-em-SP-por-atraso-em-pagamento-de-IPTU.htm,"247  - A atriz Regina Duarte foi processada pela Prefeitura de Ilhabela, litoral norte do estado de São Paulo, por atraso no pagamento do IPTU. O total da fatura é de R$ 70 079,02, de acordo com informação do  Blog Veja Gente . A artista já havia sido processada pelo mesmo motivo em 2014, mas o valor era de R$ 8 879,01. Regina informou que se desfez da casa em 2015 e que ela não está mais em seu nome.",cultura,"
        Regina Duarte é processada em SP por atraso em pagamento de IPTU
          ","A atriz Regina Duarte foi processada pela Prefeitura de Ilhabela, litoral norte do estado de São Paulo, por atraso no pagamento do IPTU; o total da fatura é de R$ 70 079,02; a artista já havia sido processada pelo mesmo motivo em 2014, mas o valor era de R$ 8 879,01",30/03/2019 08:39:00,
247,https://www.brasil247.com/pt/247/cultura/388679/Paulo-Coelho-relata-tortura-na-ditadura-e-critica-Bolsonaro.htm,"247  - Enquanto o presidente Jair Bolsonaro ordena os quartéis a celebrarem o golpe militar de 1964, o escrito Paulo Coelho escreveu um texto relatando como foi torturado durante a Ditadura Militar (1964-1985). ""28 de maio de 1974: um grupo de homens armados invade meu apartamento. Começam a revirar gavetas e armários – não sei o que estão procurando, sou apenas um compositor de rock"", conta, dizendo que depois foi ""levado para o DOPS (Departamento de Ordem Política e Social), fichado e fotografado"". ""O carro para. Sou retirado e espancado enquanto ando por aquilo que parece ser um corredor. Grito, mas sei que ninguém está ouvindo, porque eles também estão gritando. Terrorista, dizem. Merece morrer. Está lutando contra seu país. Vai morrer devagar, mas antes vai sofrer muito. Paradoxalmente, meu instinto de sobrevivência começa a retornar aos poucos"", afirmou. ""E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março"". Leia a íntegra do texto publicado no site  Catraca Livre : 28 de maio de 1974: um grupo de homens armados invade meu apartamento. Começam a revirar gavetas e armários – não sei o que estão procurando, sou apenas um compositor de rock. Um deles, mais gentil, pede que os acompanhe “apenas para esclarecer algumas coisas”. O vizinho vê tudo aquilo e avisa minha família, que entra em desespero. Todo mundo sabia o que o Brasil vivia naquele momento, mesmo que nada fosse publicado nos jornais. Sou levado para o DOPS (Departamento de Ordem Política e Social), fichado e fotografado. Pergunto o que fiz, ele diz que ali quem pergunta são eles. Um tenente me faz umas perguntas tolas, e me deixa ir embora. Oficialmente já não sou mais preso: o governo não é mais responsável por mim. Quando saio, o homem que me levara ao DOPS sugere que tomemos um café juntos. Em seguida, escolhe um táxi e abre gentilmente a porta. Entro e peço para que vá até a casa de meus pais – espero que não saibam o que aconteceu. No caminho, o táxi é fechado por dois carros; de dentro de um deles sai um homem com uma arma na mão e me puxa para fora. Caio no chão, sinto o cano da arma na minha nuca. Olho um hotel diante de mim e penso: “não posso morrer tão cedo.” Entro em uma espécie de catatonia: não sinto medo, não sinto nada. Conheço as histórias de outros amigos que  desapareceram; sou um desaparecido, e minha última visão será a de um hotel. Ele me levanta, me coloca no chão do seu carro, e pede que eu coloque um capuz. O carro roda por talvez meia hora. Devem estar escolhendo um lugar para me executarem – mas continuo sem sentir nada, estou conformado com meu destino. O carro para. Sou retirado e espancado enquanto ando por aquilo que parece ser um corredor. Grito, mas sei que ninguém está ouvindo, porque eles também estão gritando. Terrorista, dizem. Merece morrer. Está lutando contra seu país. Vai morrer devagar, mas antes vai sofrer muito. Paradoxalmente, meu instinto de sobrevivência começa a retornar aos poucos. Sou levado para a sala de torturas, com uma soleira. Tropeço na soleira porque não consigo ver nada: peço que não me empurrem, mas recebo um soco pelas costas e caio. Mandam que tire a roupa. Começa o interrogatório com perguntas que não sei responder. Pedem para que delate gente de quem nunca ouvi falar. Dizem que não quero cooperar, jogam água no chão e colocam algo no meus pés, e posso ver por debaixo do capuz que é uma máquina com eletrodos que são fixados nos meus genitais. Entendo que, além das pancadas que não sei de onde vêm (e portanto não posso nem sequer contrair o corpo para amortecer o impacto), vou começar a levar choques. Eu digo que não precisam fazer isso, confesso o que quiser, assino onde mandarem. Mas eles não se contentam. Então, desesperado, começo a arranhar minha pele, tirar pedaços de mim mesmo. Os torturadores devem ter se assustado quando me veem coberto de sangue; pouco depois me deixam em paz. Dizem que posso tirar o capuz quando escutar a porta bater. Tiro o capuz e vejo que estou em uma sala a prova de som, com marcas de tiros nas paredes. Por isso a soleira. No dia seguinte, outra sessão de tortura, com as mesmas perguntas. Repito que assino o que desejarem, confesso o que quiserem, apenas me digam o que devo confessar. Eles ignoram meus pedidos. Depois de não sei quanto tempo e quantas sessões (o tempo no inferno não se conta em horas), batem na porta e pedem para que coloque o capuz. O sujeito me pega pelo braço e diz, constrangido: não é minha culpa. Sou levado para uma sala pequena, toda pintada de negro, com um ar-condicionado fortíssimo. Apagam a luz. Só escuridão, frio, e uma sirene que toca sem parar. Começo a enlouquecer, a ter visões de cavalos. Bato na porta da “geladeira” (descobri mais tarde que esse era o nome), mas ninguém abre. Desmaio. Acordo e desmaio várias vezes, e em uma delas penso: melhor apanhar do que ficar aqui dentro. Quando acordo estou de novo na sala. Luz sempre acesa, sem poder contar dias e noites. Fico ali o que parece uma eternidade. Anos depois, minha irmã me conta que meus pais não dormiam mais; minha mãe chorava o tempo todo, meu pai se trancou em um mutismo e não falava. Já não sou mais interrogado. Prisão solitária. Um belo dia, alguém joga minhas roupas no chão e pede que eu me vista. Me visto e coloco o capuz. Sou levado até um carro e posto na mala. Giram por um tempo que parece infinito, até que param – vou morrer agora? Mandam-me tirar o capuz e sair da mala. Estou em uma praça com crianças, não sei em que parte do Rio. Vou para a casa de meus pais. Minha mãe envelheceu, meu pai diz que não devo mais sair na rua. Procuro os amigos, procuro o cantor, e ninguém responde ao meus telefonemas. Estou só: se fui preso devo ter alguma culpa, devem pensar. É arriscado ser visto ao lado de um preso. Saí da prisão mas ela me acompanha. A redenção vem quando duas pessoas que sequer eram próximas de mim me oferecem emprego. Meus pais nunca se recuperaram. Decadas depois, os arquivos da ditadura são abertos e meu biógrafo consegue todo o material. Pergunto por que fui preso: uma denúncia, ele diz. Quer saber quem o denunciou? Não quero. Não vai mudar o passado. E são essas décadas de chumbo que o Presidente Jair Bolsonaro – depois de mencionar no Congresso um dos piores torturadores como seu ídolo – quer festejar nesse dia 31 de março.",cultura,"
        Paulo Coelho relata tortura na ditadura e critica Bolsonaro
          ","Enquanto Jair Bolsonaro ordena os quartéis a celebrarem o golpe de 1964, o escrito Paulo Coelho escreveu um texto relatando como foi torturado durante a Ditadura Militar (1964-1985); ""28 de maio de 1974: um grupo de homens armados invade meu apartamento"", conta, dizendo que depois foi ""levado para o DOPS, fichado e fotografado""; ""Sou retirado (do carro) e espancado enquanto ando por aquilo que parece ser um corredor""; ""E são essas décadas de chumbo que o Presidente Jair Bolsonaro quer festejar nesse dia 31 de março""",30/03/2019 13:07:00,
247,https://www.brasil247.com/pt/247/brasil/389225/Ministros-do-Supremo-minimizam-rumores-sobre-adiamento-da-pris%C3%A3o-ap%C3%B3s-segunda-inst%C3%A2ncia.htm,"247 -  Quatro ministros do Supremo Tribunal Federal (STF) comentaram a decisão do ministro Dias Toffoli, presidente da Corte, de adiar o julgamento sobre a prisão após condenação em segunda instância, quatro ministros.  Marcado para a próxima quarta-feira (10), o julgamento foi adiado atendendo um pedido Ordem dos Advogados do Brasil (OAB), autora de uma ação que aponta a inconstitucionalidade da reinterpretação dada pelo Supremo sobre a questão. A OAB argumenta que a diretoria recém eleita precisa de mais alguns dias para analisar a estratégia que vai adotar no julgamento. Toffoli acatou o pedido e anuncia o adiamento, sem definir uma nova data.Estimasse que ele vai divulgar a pauta de julgamentos do segundo semestre em junho, mas, em razão de temas que foram adiados no primeiro semestre e de outros assuntos liberados pelos relatores que deverão ser marcados, é possível que o tema só volte à pauta de julgamentos a partir do ano que vem. De acordo com reportagem do G1, pouco antes de entrar para a sessão desta quinta (4), o ministro Marco Aurélio Mello, relator das ações, reafirmou que não concorda com o adiamento.  ""Estou habilitado a relatar e votar desde 2017"", disse Marco Aurélio. Questionado se o adiamento se deu em razão da situação do ex-presidente Lula, ele disse: ""Processo pra mim não tem capa, tem conteúdo"". Ricardo Lewandowski reforçou a sua posição contra a prisão em segunda instância. ""Eu tenho julgado de acordo com Constituição e vou continuar julgando de acordo com a letra da Constituição, enquanto não houver uma decisão sobre essa questão definitiva"", enfatizou o ministro. Em suas decisões, Lewandowski segue o que está expressamente definido pelo artigo 5º , inciso LVII: ""ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória"". Já o ministro Luiz Edson Fachin disse que não vê problema no adiamento. ""Quando julguei HC do ex-presidente LUla, havia indicado que as ADCs (ações que foram adiadas) deveriam ser julgadas. Nada Obstante, a matéria foi tema de repercussão geral e em repercussão geral o tribunal firmou esse entendimento. De modo que, até os feitos das ADCs serem apreciados, a compreensão majoritária do Supremo é essa (de que pode prender em segunda instância)"", declarou. Gilmar Mendes disse que Toffoli apenas atendeu a um pedido da OAB e tentou minimizar as especulações sobre uma preocupação com o processo do ex-presidente Lula. ""Teve pedido da OAB e o presidente avaliou que era razoável as razões e por isso assim decidiu... Não vi isso, nem vi essa preocupação, me parece que se colocou essa questão, OAB fez ponderação, ela é autora da ação. Portanto, com legitimidade, houve troca de comando na instituição. E tivemos outros adiamentos, a pauta de ontem já foi adiada, a de hoje sofrerá efeito, é nossa vida"", argumentou.    ",brasil,"
        Ministros do Supremo minimizam rumores sobre adiamento da prisão após segunda instância
          ","Ministros do Supremo Tribunal Federal (STF) comentaram a decisão do ministro Dias Toffoli, presidente da Corte, de adiar o julgamento sobre a prisão após condenação em segunda instância, que estava marcado para o próximo dia 10; poucos antes de iniciar a sessão desta quinta (4), quatro dos 11 ministros foram indagados a falar sobre as especulações de que o adiamento foi por conta do processo do ex-presidente Lula",04/04/2019 17:12:00,
247,https://www.brasil247.com/pt/247/brasil/389216/Boff-Bolsonaro-provou-sua-paranoia-ao-dizer-que-nazismo-foi-de-esquerda.htm,"247  - O teólogo e escritor Leonardo Boff repudiou a declaração do presidente Jair Bolsonaro de que o nazismo foi um movimento de esquerda. ""Em Israel, visitando o museu do holocausto dos 6 milhões de judeus mortos pela extrema-direita nazista, Bolsonaro saiu de lá achando que o nazismo é coisa da esquerda. Deu prova de sua paranoia. O paranoico tem uma ideia tão fixa que nem a realidade concreta a demove. Vive sua ilusão"", afirmou o estudioso no Twitter. Ao justificar sua posição, Bolsonaro disse: ""sem dúvidas. É o Partido Nacional Socialista da Alemanha"" - declaração concedida após sua visita ao museu do Holocausto, o Yad Vashem, em Israel. Em Israel,visitando o museu do holocausto dos 6 milhões de judeus mortos pela extrema-direita nazista,Bolsonaro saiu de lá achando que o nazismo é coisa da esquerda.Deu prova de sua paranoia.O paranoico tem uma ideia tão fixa que nem a realidade concreta a demove.Vive sua ilusão.",brasil,"
        Boff: Bolsonaro provou sua paranoia ao dizer que nazismo foi de esquerda
          ","""Em Israel, visitando o museu do holocausto dos 6 milhões de judeus mortos pela extrema-direita nazista, Bolsonaro saiu de lá achando que o nazismo é coisa da esquerda. Deu prova de sua paranoia. O paranoico tem uma ideia tão fixa que nem a realidade concreta a demove. Vive sua ilusão"", afirmou o teólogo Leonardo Boff",04/04/2019 16:06:00,
Adriana Moysés (RFI),https://www.brasil247.com/pt/247/brasil/389229/Marcia-Tiburi-Bolsonaro-ser%C3%A1-tirado-do-poder-quando-n%C3%A3o-for-mais-%C3%BAtil-ao-projeto-neoliberal.htm,"Adriana Moysés (RFI) -  Em entrevista coletiva nesta quinta-feira (4) em Paris, a ex-candidata ao governo do Rio de Janeiro pelo Partido dos Trabalhadores (PT) Marcia Tiburi – filósofa, feminista e escritora –, detalhou as ameaças de morte e o assédio de extremistas de direita que a levaram a se autoexilar nos Estados Unidos, em dezembro passado. Tiburi recebeu o convite para a coletiva da Fundação Jean Jaurès, um centro de estudos parisiense sobre movimentos sociais comprometido com a defesa do pluralismo e dos valores democráticos. O juiz Rubens Casara, marido da filósofa, que faz atualmente um pós-doutorado na Universidade de Nanterre, também falou sobre o contexto político brasileiro a convite do diretor do Observatório da América Latina na fundação, Jean-Jacques Kourliandsky, pesquisador do Instituto de Relações Estratégicas Internacionais (Iris). Para a filósofa, o que está acontecendo no Brasil hoje não é um acaso. ""O que ocorreu no Brasil depois das jornadas de junho de 2013 e a polarização da sociedade, que levou ao impeachment da presidente Dilma Rousseff (PT), foi um processo implantado por um plano ultraneoliberal que faz parte da trajetória do capital internacional"", estima Tiburi. Em sua avaliação, a esquerda brasileira precisa realizar uma profunda autocrítica dos seus princípios e do perigo que esse momento histórico representa, com um presidente de extrema direita no poder e um movimento ultraneoliberal alimentando grupos fascistas em várias regiões do mundo. ""Entendo por princípios discutir com lisura e cuidado o que ela mesmo tem feito pela evolução do Brasil"", explicou. Segundo ela, o PT pode apoiar candidatos de outros partidos, porque não busca simplesmente uma hegemonia partidária e, sim, ""construir uma vida mais justa para os cidadãos brasileiros pobres, pessoas que hoje passam fome e necessidade no Brasil"". ""O governo atual é um governo de canalhas, de mafiosos, que orquestraram um processo de destruição da Constituição, da Justiça, das instituições e tomaram o poder como velhos príncipes e fazem o que querem, como figuras sem a menor dignidade"", destacou Tiburi. A filósofa recomenda aos brasileiros ""entender os jogos de poder que estão em cena"". Tiburi afirma que não pedirá o impeachment de Bolsonaro. ""Querendo ou não, a população desejou esse presidente."" Ela lastima que o Brasil esteja vivendo em ""estado de exceção"", governado por uma figura ""patética"" como Bolsonaro. Mas isso não irá mudar agora. ""Duvido que ele sofra um impeachment se não houver outros interesses em jogo. Ele será retirado no momento que tiver cumprido seu papel, quando não for mais interessante para os interesses do projeto neoliberal, e outros jogos de poder entrarem em cena"", acredita. Assédio e ameaças de morte Tiburi contou que os problemas envolvendo sua segurança no Brasil começaram a partir de 2015, quando já estavam claras as manobras no Congresso para derrubar o governo de Dilma Rousseff e ela publicou, em outubro daquele ano, o livro ""Como conversar com um fascista” (Record). Naquele momento, a sociedade brasileira já estava polarizada – um processo que ela insiste ter sido implantado intencionalmente no Brasil. A filósofa passou, então, a ser assediada por militantes do MBL (Movimento Brasil Livre) nas redes sociais. O livro, com título provocativo, fala do autoritarismo na vida cotidiana e busca alertar a cultura e a sociedade ""para o perigo que todos estavam correndo"", explicou Tiburi. Nessa época, era ela afiliada ao PSOL, mas por divergências com colegas do partido favoráveis à Lava Jato – que acabou prendendo o ex-presidente Luiz Inácio Lula da Silva –, passou a defender com veemência ""a manutenção do governo eleito do PT e a figura histórica de Dilma Rousseff, primeira mulher eleita à Presidência do Brasil"". ""Nossa esquerda não percebe o momento histórico que estamos vivendo, por isso passei a defender Lula e Dilma e me desliguei do PSOL."" Tiburi segue dando aulas de filosofia na universidade, opta por ""não dar consistência"" ao assédio persistente nas redes sociais, e publica mais dois livros: ""Ridículo Político"" (Record, 2017) e “Feminismo em Comum” (Rosa dos Tempos, 2018). A atividade de escritora faz com que ela viaje pelo país para participar de dezenas de eventos literários. E, como ela mesmo destaca, se pronuncia ""muito na mídia"", alertando sobre as manobras políticas que ameaçavam o Brasil de um retrocesso histórico. A intimidação contra Tiburi aumenta a partir de uma data precisa: 24 de janeiro de 2018. Naquele dia, em Porto Alegre para acompanhar o julgamento que condenou o ex-presidente Lula a 12 anos e 1 mês de prisão por corrupção passiva e lavagem de dinheiro no caso do tríplex do Guarujá, e para participar de um evento literário, Tuburi sofre uma forte agressão. Membros do MBL invadem a emissora de rádio onde ela está dando uma entrevista sobre seu livro “Feminismo em Comum”, e a espiral da violência se instala. Campanha de ódio ""Esse movimento protofascista [MBL], verdadeiros milicianos midiáticos que usam celulares para fazer sabotagem e guerrilha nas redes sociais, criou uma campanha de fake news contra mim, montando vídeos e memes com falas minhas recortadas e descontextualizadas, produzindo um clima de ódio contra mim que passou a circular em milhares de links"", relata. ""Publicaram minha foto no site do movimento e declararam perseguição à minha pessoa no país inteiro. Em alguns eventos literários, eles faziam fila para pegar senha e sentavam na plateia entre o público; de repente, saltavam das cadeiras, faziam 'flash mobs' vestindo as máscaras de Kim Kataguiri, o líder deles, hoje deputado. Tivemos de chamar a polícia, aconteceram cenas de violência entre as pessoas presentes. Precisei contratar seguranças armados, fazer a campanha para o governo do Rio em carro blindado"", relata. Pelo Messenger, recebeu ameaças do tipo: ""Quando eu te encontrar, vou te dar um tiro no meio da testa"" ou ""quando você estiver assinando um livro, vou te matar"". A ex-vereadora Marielle Franco (PSOL) tinha sido assassinada em março. Sabendo desse ""estado de coisas"", uma instituição americana que protege escritores perseguidos em todo o mundo convidou Tiburi a se instalar nos Estados Unidos, para onde ela foi em dezembro. ""Nosso país é vergonhosamente racista, misógino, homofóbico, escravagista e agora fascista"", constata. Tiburi disse ter tentado alertar a sociedade brasileira sobre essa evolução, e também acusa a esquerda de misoginia. ""Até no PSOL, um partido que dá espaço para mulheres negras, sofri discriminação dos coronéis, que têm um projeto de poder de homem branco e personalizado"", comentou. Após as críticas feitas ao casal por estarem em Paris, Tiburi disse que veio visitar o marido e não sabe se quer ficar na França. ""Rubens também está sendo perseguido com seu pós-doutorado investigado por uma comissão do MEC"", contou. Casara tirou uma licença remunerada de dois anos do Tribunal de Justiça do Rio, ""como fazem 'zilhões de juízes no Brasil'"", lembrou a filósofa. Ela continua dedicada à carreira de escritora. Há um mês, lançou seu novo livro ""Delírio do Poder"" (Record), com prefácio assinado pelo ex-presidente Lula.",brasil,"
        Marcia Tiburi: Bolsonaro será tirado do poder quando não for mais útil ao projeto neoliberal
          ","Em entrevista coletiva nesta quinta-feira (4) em Paris, a ex-candidata ao governo do Rio de Janeiro pelo Partido dos Trabalhadores (PT) Marcia Tiburi – filósofa, feminista e escritora –, detalhou as ameaças de morte e o assédio de extremistas de direita que a levaram a se autoexilar nos Estados Unidos, em dezembro passado",04/04/2019 17:31:00,
247,https://www.brasil247.com/pt/247/brasil/389180/Fam%C3%ADlia-de-presidente-do-Senado-deve-R$-1-mi-em-multas-ao-Ibama.htm,"247 -  A família do presidente do Senado, Davi Alcolumbre (DEM-AP), acumula R$ 1 milhão em 13 multas ambientais aplicadas pelo Ibama nos últimos dez anos. As duas últimas autuações foram feitas em janeiro deste ano contra o empresário Salomão Alcolumbre Júnior, primo do senador, e somam R$ 555 mil. Salomão, que foi suplente do senador Gilvam Borges (MDB-AP) até 2014, foi autuado por impedir a regeneração de uma área de 108 hectares no Amapá, descumprindo um acordo firmado anteriormente com o Ibama. De acordo com reportagem do jornal  O Estado de S. Paulo , das 13 multas aplicadas pelo órgão de fiscalização, oito estão ligadas a uma empresa da família, a Salomão Alcolumbre & Cia Ltda, e outras três estão em nome do empresário Salomão Alcolumbre Júnior, primo do presidente do Senado. Outras duas multas estão em nome de Pierre Alcolumbre, tio de Davi. O valor total das autuações soma R$ 994,5 mil. Indagado sobre o assunto, Davi Alcolumbre respondeu que não é alvo de nenhuma autuação e que ""tem mais de 50 primos no Amapá"", não podendo responder por eles. Ainda segundo a sua assessoria, o parlamentar afirmou que ""acha positiva a fiscalização feita pelo Ibama e que o órgão deve punir qualquer um que infringir a lei"". O Ibama vem sendo alvo de críticas constantes por parte do presidente Jair Bolsonaro, que considera o órgão de fiscalização ambiental uma ""indústria de multas"" que deve ser extinta. Bolsonaro já foi multado em R$ 10 mil pelo Ibama por pesca em uma área de proteção ambiental e o servidor responsável pela autuação foi exonerado e a multa extinta (leia no  Brasil 247 ).   ",brasil,"
        Família de presidente do Senado deve R$ 1 mi em multas ao Ibama
          ","Família do presidente do Senado, Davi Alcolumbre (DEM-AP), acumula R$ 1 milhão em 13 multas ambientais aplicadas pelo Ibama nos últimos dez anos; as duas últimas autuações foram feitas em janeiro deste ano contra o empresário Salomão Alcolumbre Júnior, primo do senador, e somam R$ 555 mil; Ibama vem sendo alvo de críticas constantes por parte do presidente Jair Bolsonaro, que já foi multado pelo órgão de fiscalização e que ele considera como uma ""indústria de multas"" que deve ser extinta",04/04/2019 11:20:00,
247,https://www.brasil247.com/pt/247/brasil/389177/Bra%C3%A7o-direito-de-V%C3%A9lez-assessor-especial-%C3%A9-mais-um-demitido-do-MEC.htm,"247  - O Ministério da Educação (MEC) sofreu mais uma baixa em seu alto escalão. Bruno Garschagen, assessor especial do ministro Ricardo Rodríguez Vélez, foi demitido do cargo. Garschagen era considerado braço direito de Vélez e muito próximo ao guru de Bolsonaro, Olavo de Carvalho. A pasta enfrenta uma crise de relacionamentos entre as alas do ministro, do escritor e dos militares. A exoneração foi publicada no Diário Oficial da União desta quinta-feira (4) e assinada pelo chefe da Casa Civil Onyx Lorenzoni. Também foi demitida nesta quinta-feira (4) a chefe de gabinete do MEC, Josie de Jesus, ex-funcionária do Centro Paula Souza, em São Paulo. A pasta anunciou o nome de um militar, que é Marcos de Araújo, ex-subcomandante geral da Polícia Militar do Distrito Federal e professor da Academia dos Bombeiros de Brasília. ",brasil,"
        Braço direito de Vélez, assessor especial é mais um demitido do MEC
          ","O Ministério da Educação (MEC) sofreu mais uma baixa em seu alto escalão; Bruno Garschagen, assessor especial do ministro Ricardo Rodríguez Vélez, foi demitido do cargo; Garschagen era considerado braço direito de Vélez e muito próximo ao guru de Bolsonaro, Olavo de Carvalho; a pasta enfrenta uma crise de relacionamentos entre as alas do ministro, do escritor e dos militares",04/04/2019 10:43:00,
